t1_name,t1_redshift,t1_radeg,t1_decdeg,t1_japermag3,t1_japermag3err,ls_id,dec,ra,elat,elon,glat,glon,mjd_max,mjd_min,ref_id,brickid,blob_nea_g,blob_nea_r,blob_nea_z,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,dec_ivar,dered_flux_g,dered_flux_r,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_flux_z,dered_mag_g,dered_mag_r,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,dered_mag_z,ebv,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,fracflux_g,fracflux_r,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracflux_z,fracin_g,fracin_r,fracin_z,fracmasked_g,fracmasked_r,fracmasked_z,gaia_a_g_val,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_sigma5d_max,gaia_astrometric_weight_al,gaia_e_bp_min_rp_val,gaia_phot_bp_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_bp_rp_excess_factor,gaia_phot_g_mean_flux_over_error,gaia_phot_g_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_rp_mean_mag,galdepth_g,galdepth_r,galdepth_z,g_r,htm9,mag_g,mag_r,mag_w1,mag_w2,mag_w3,mag_w4,mag_z,mw_transmission_g,mw_transmission_r,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,mw_transmission_z,nea_g,nea_r,nea_z,nest4096,objid,parallax_ivar,parallax,pmdec_ivar,pmdec,pmra_ivar,pmra,psfdepth_g,psfdepth_r,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,psfdepth_z,psfsize_g,psfsize_r,psfsize_z,ra_ivar,random_id,rchisq_g,rchisq_r,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,rchisq_z,ref_epoch,ring256,r_z,sersic_ivar,sersic,shape_e1_ivar,shape_e1,shape_e2_ivar,shape_e2,shape_r_ivar,shape_r,snr_g,snr_r,snr_w1,snr_w2,snr_w3,snr_w4,snr_z,w1_w2,w2_w3,w3_w4,wise_x,wise_y,z_w1,allmask_g,allmask_r,allmask_z,anymask_g,anymask_r,anymask_z,brick_primary,fitbits,gaia_astrometric_n_good_obs_al,gaia_astrometric_n_obs_al,gaia_astrometric_params_solved,gaia_duplicated_source,gaia_phot_bp_n_obs,gaia_phot_g_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,maskbits,nobs_g,nobs_r,nobs_w1,nobs_w2,nobs_w3,nobs_w4,nobs_z,release,wisemask_w1,wisemask_w2,brickname,ref_cat,type,wise_coadd_id,dist_arcsec
SDSSJ161931.58+123844.4  ,4.77 ,244.881625,12.6456944,19.1958,0.16287,9906626258405559,12.645668337989761,244.88162783839238,33.52357772811936,240.20902607362498,39.360662299885576,27.0711739071662,58339.01884026074,56887.97113510259,4463123683777468160,404238,6.166261,3.423254,2.880337,2146.897,365.9508,14564.812,14565.902,14566.589,14566.513,0,6.352852e+12,0.514552,5.419921,16.040987,19.731941,2.721433,1189.884,13.951958,23.221426,20.665018,19.486923,19.262075,21.413006,14.811238,19.638412,0.055646,0.339906,3.778081,10.212878,0.339906,3.778081,10.212878,0.436406,708.0788,326.87836,2.942865,0.767002,0.001107,1.4e-05,51.91021,4.850687,15.890426,19.617994,2.718074,1189.3292,13.112336,0,0,1488.0309,865.9545,4662.145,88.13894,0,0.988311,0.993263,0.989011,0.013332,0.007408,0.011356,NaN,3.991673,1.367597,3.984027,0.011936,NaN,7.817925,21.391968,1.639882,53.874992,20.927158,12.408658,19.837662,515.3752,272.96667,29.971502,2.614782,3450931,23.400274,20.785492,19.497162,19.268364,21.414347,14.811745,19.7058,0.848127,0.894974,0.990614,0.994225,0.998766,0.999534,0.939821,6.165664,3.423156,2.880196,129893995,2231,0.058329,0.178191,0.102494,0.232893,0.074223,2.203633,769.5491,491.03827,5.487103,1.022119,0.000886,1.1e-05,61.741577,1.650821,1.232435,1.129884,2.5871877e+12,5.411099,0.953649,1.728871,1.516188,0.936369,0.593305,0.092723,0.98068,2015.5,307384,1.079693,0,0,0,0,0,0,0,0,11.612648,87.69933,27.259678,17.181173,0.09043,4.467663,94.47273,0.228798,-2.145983,6.602602,50.7328,34.9137,0.208637,0,0,0,0,0,0,1,130,87,89,31,0,6,100,12,0,2816,2,2,222,220,15,15,2,9010,2,2,2449p127,G2,PSF,2441p121,0.0943515105566925
SDSSJ172326.68+262055.7  ,4.771,260.8612083,26.3488278,18.735767,0.097948,9906631060820572,26.34884200481937,260.8611884038187,49.388242983799046,257.37022931737084,30.07399573301441,49.16764263185905,58370.02258106074,56882.109120172594,4571004603597389312,477517,5.315013,5.524464,3.986483,1282.0721,3157.72,58254.35,58249.312,58247.355,58249.55,0,2.4363544e+13,0.700148,6.144582,14.317915,13.198521,147.61047,1177.2628,17.038666,22.887026,20.528769,19.6103,19.698687,17.077208,14.822817,19.421412,0.043455,0.479349,4.387207,12.639034,0.479349,4.387207,12.639034,0.615635,2094.213,503.3281,4.305897,1.173794,0.00259,3.2e-05,157.4454,5.63456,14.21286,13.138963,147.46815,1176.8341,16.232515,0.007914,0.000367,0.127458,0.100367,0.269348,1.062681,0.000164,0.832992,0.83278,0.99931,0.007386,0.006961,0.011161,NaN,1.555005,0.62301,2.139095,0.022672,NaN,6.389468,21.53953,1.581376,112.292244,20.706041,16.564291,19.545067,1534.7671,438.1463,104.7265,2.403841,3435364,23.026691,20.62285,19.618296,19.703598,17.078255,14.823212,19.474035,0.879293,0.916996,0.992663,0.995488,0.999036,0.999636,0.952687,5.315444,5.524308,3.986364,133033743,4700,1.076085,0.622818,0.191233,-0.418865,0.31508,1.443594,2405.31,665.78485,7.397213,1.438652,0.002363,2.9e-05,180.23344,1.532348,1.565172,1.329334,3.2760658e+13,39.008118,1.635411,2.424497,0.365988,0.391922,0.64732,0.089067,3.626072,2015.5,218342,1.148815,0,0,0,0,0,0,0,0,28.173054,126.41122,29.492617,14.234984,7.505252,6.622849,203.68114,-0.085302,2.625343,2.255043,122.139,301.26602,-0.14426,0,0,0,0,0,0,1,128,206,209,31,0,16,228,22,0,0,5,5,278,278,32,32,5,9010,0,0,2608p262,G2,PSF,2616p257,0.08206539336096905
SDSSJ144029.45+190800.6  ,4.774,220.1227083,19.1335167,18.912424,0.130908,9906628612329797,19.133519506193103,220.12271390727733,32.88135544282825,210.6568429117551,63.75029102036925,21.028628829756656,57953.07528481074,57122.25630796259,0,440156,5.249345,5.392136,4.19262,778.367,199.23221,14976.902,14976.92,14976.975,14977.008,0,3.960807e+11,0.257791,3.936857,18.903906,16.246698,71.37663,521.67523,10.893366,23.971832,21.012127,19.30862,19.473087,17.86611,15.706499,19.907095,0.03748,0.179554,2.843177,8.130529,0.179555,2.843179,8.130534,0.230719,970.2847,455.9899,3.694297,0.966291,0.003166,4e-05,81.01777,3.653354,18.784214,16.183447,71.317276,521.51135,10.447364,0,0,0.33323,0.293097,0.515277,1.456155,0,0.99557,0.994271,0.744154,0.007121,0.008246,0.016648,0,0,0,0,0,0,0,0,0,0,0,0,0,640.7585,386.9052,51.557163,2.999022,3632142,24.092293,21.093271,19.315517,19.477322,17.867014,15.706841,19.952484,0.894984,0.927988,0.993668,0.996107,0.999168,0.999686,0.959057,5.249075,5.391922,4.213603,36020640,4421,0,0,0,0,0,0,1010.72107,593.81067,6.192798,1.141021,0.00292,3.6e-05,92.17011,1.527319,1.542163,1.369306,4.3920186e+11,68.01808,1.052825,1.328027,1.648089,0.490118,0.509151,0.175527,1.233959,0,264306,1.140787,0,0,0,0,0,0,0,0,7.186747,78.013435,36.104298,15.908342,4.012536,3.285499,94.03659,-0.161804,1.610308,2.160173,75.739586,19.539639,0.636967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,255,256,41,41,3,9010,0,0,2200p192,"",PSF,2208p196,0.021581511835385744
SDSSJ143629.94+063507.9  ,4.779,219.12475,6.5855361,,,9906623924605538,6.5855559131166945,219.12476839871644,20.767015187001792,214.49219014818354,57.68588264344285,358.25495509430175,58548.29970043074,57488.40631067668,1171442571819299712,368627,7.152023,6.277291,3.147434,1354.6577,2975.0928,35911.203,35912,35911.99,35911.992,0,3.2825952e+12,0.563629,5.627931,16.911173,16.047241,36.59311,521.448,15.428123,23.122517,20.624128,19.429565,19.4865,18.591501,15.706972,19.529217,0.034407,0.396257,4.090435,11.557492,0.396264,4.09045,11.557517,0.509049,781.2865,239.1477,3.273964,0.756643,0.001499,2e-05,132.05573,5.254751,16.81285,15.989879,36.565174,521.2976,14.847258,0,0,0.14638,0.089618,0.583662,1.031924,0,0.993238,0.663698,0.762025,0.009204,0.009585,0.015595,NaN,0,0,5.40415,0.040979,NaN,4.156762,21.57268,1.495725,105.28403,20.618813,12.402431,19.50243,568.7223,222.16304,84.85801,2.534481,3557087,23.2331,20.69862,19.435896,19.490387,18.59233,15.707286,19.570885,0.903163,0.933691,0.994186,0.996425,0.999237,0.999712,0.96235,7.151788,6.277491,3.162603,34093466,4706,0,0,0,0,0,0,800.3499,323.5662,4.813016,0.846908,0.001551,2e-05,171.56274,1.785805,1.667867,1.177148,1.3106627e+13,93.13617,1.103816,1.06081,1.199622,0.648385,0.495224,0.119677,2.643696,2015.5,348271,1.127735,0,0,0,0,0,0,0,0,14.22868,81.26158,30.421337,13.908834,1.415596,2.352363,170.61801,-0.054491,0.898056,2.885045,129.56055,283.62952,0.134989,0,0,0,0,0,0,1,128,89,89,3,0,4,88,9,0,0,2,2,211,206,23,23,3,9010,0,0,2190p065,G2,PSF,2187p060,0.09704119692044662
SDSSJ144413.26+004836.7  ,4.78 ,221.0552917,0.8102694,20.049707,0.089523,9906621758309587,0.8102634788939839,221.05523142172052,15.914516874911566,218.36685933125338,52.25570147166541,353.44620279444604,57816.36348797074,57487.27553339667,0,335572,4.723006,5.592991,4.563164,2758.0574,2627.5564,3353.4973,3355.9365,3355.7573,3355.6907,0,7.212928e+10,0.181477,2.024784,5.836342,5.340048,45.04179,-853.8373,6.098725,24.35295,21.734053,20.584648,20.681137,18.365961,NaN,20.536901,0.046019,0.123116,1.436092,4.504053,0.123116,1.436092,4.504053,0.158365,1530.3646,396.46866,3.174356,0.702393,0.001534,2e-05,58.61016,1.847252,5.791003,5.314533,44.995804,-853.508,5.793586,0.007224,0.003318,1.476134,1.132769,0.307295,1.564138,0.003904,0.999723,0.999455,0.541245,0.007977,0.013359,0.019515,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.53253,294.80704,37.557827,2.667168,3555924,24.500853,21.833685,20.593115,20.686337,18.36707,NaN,20.592632,0.872646,0.912321,0.992231,0.995222,0.998979,0.999614,0.949967,4.722875,5.592693,4.261288,106280893,1235,0,0,0,0,0,0,1593.2979,453.89627,4.410414,0.790871,0.001597,2.1e-05,61.514927,1.439309,1.570959,1.443797,8.345611e+10,89.78025,1.101566,1.22038,0.567119,1.133947,0.715823,0.088986,0.996597,0,388213,1.241053,0,0,0,0,0,0,0,0,6.195211,36.781597,10.317669,4.454051,1.76247,-3.841346,44.354115,-0.093222,2.319267,NaN,263.24295,101.631256,-0.000483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,194,183,24,24,2,9010,0,0,2211p007,"",PSF,2208p015,0.21802462711265688
SDSSJ132536.24+232823.8  ,4.79 ,201.4010417,23.4732833,19.14635,0.102966,9906630103600212,23.473260201313412,201.4010183945448,29.906576081971227,189.87320117166158,81.45965537091023,9.47701273100933,58192.30143609075,57122.2011523226,1443224013500416896,462911,5.725035,3.876922,3.466911,1493.0308,1432.1088,24444.28,24445.158,24447.223,24447.27,0,6.14316e+11,0.176471,4.494217,16.010733,13.192375,87.414894,-126.13908,11.799544,24.383316,20.868364,19.488972,19.699192,17.646036,NaN,19.820337,0.027422,0.126752,3.314693,8.914946,0.126755,3.314701,8.914956,0.162712,1657.0427,434.64908,3.243651,0.773791,0.001035,1.3e-05,126.23935,4.25507,15.9365,13.154778,87.3617,-126.110085,11.444112,0,0,1.359587,0.828708,2.114887,20.608934,0,0.994697,0.995445,0.992744,0.008862,0.007326,0.014778,NaN,0,0,237.54037,0.011767,NaN,NaN,NaN,NaN,33.687958,21.085798,NaN,NaN,1114.5492,359.27487,78.81736,3.543718,3588392,24.47145,20.927732,19.494019,19.702291,17.646698,NaN,19.853544,0.922033,0.946788,0.995364,0.99715,0.999391,0.99977,0.969877,5.724759,3.876798,3.46663,42003347,3156,0,0,0,0,0,0,1669.6667,614.18713,5.244977,0.940356,0.00113,1.4e-05,144.36087,1.59923,1.30929,1.238189,7.859913e+10,12.779861,1.318887,1.426924,1.708686,0.415078,0.559844,0.110336,1.568057,2015.5,236605,1.074188,0,0,0,0,0,0,0,0,6.623487,88.710724,28.701859,11.571649,2.810497,-0.448269,128.58179,-0.208273,2.055593,NaN,143.16061,137.4878,0.359526,0,0,0,0,0,0,1,128,47,47,3,0,0,50,0,0,0,4,4,200,201,14,14,5,9010,0,0,2013p235,G2,PSF,2019p227,0.11330100883142773
SDSSJ141741.56+253702.0  ,4.791,214.4231667,25.6172278,19.219814,0.150874,9906630794741960,25.617231783083167,214.42319656072783,36.829805915844766,201.6797356193089,70.64521756845889,33.34826614374971,58545.307839990746,57122.220739152595,0,473457,6.216522,4.242328,4.765279,1808.9977,3410.3206,8811.751,8808.818,8807.051,8809.593,0,2.06299e+11,0.783651,3.421796,9.397008,9.964398,4.831831,-500.23758,8.230753,22.764692,21.164366,20.067526,20.003872,20.78972,NaN,20.211401,0.0188,0.57706,2.565904,6.274799,0.57706,2.565904,6.274799,0.741232,1226.2913,371.46262,3.926784,0.966962,0.00227,2.8e-05,63.19294,3.295897,9.367117,9.944921,4.829815,-500.15878,8.059962,0.000153,2.4e-05,0.943897,0.606781,2.852157,0.844457,4.5e-05,0.995676,0.996682,0.993217,0.012696,0.009799,0.01956,0,0,0,0,0,0,0,0,0,0,0,0,0,942.5884,285.70593,42.659195,1.620049,3662141,22.825115,21.205067,20.070986,20.005997,20.790174,NaN,20.234167,0.945869,0.963207,0.996819,0.998045,0.999583,0.999842,0.97925,6.216099,4.242166,4.764769,36639318,2248,0,0,0,0,0,0,1371.53,474.80057,5.836022,1.092064,0.002114,2.6e-05,69.23128,1.652437,1.355101,1.449976,2.264916e+11,14.964544,0.908451,0.920711,2.235207,0.496115,0.484107,0.106357,0.861714,0,223329,0.9709,0,0,0,0,0,0,0,0,25.956774,63.523018,18.561985,9.779263,0.230109,-2.632387,64.07185,0.064989,-0.784178,NaN,171.70876,326.0221,0.163181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,240,243,29,29,3,9010,0,0,2144p255,"",PSF,2150p257,0.0979866304357815
SDSSJ152404.23+134417.5  ,4.792,231.017625,13.7382056,18.779768,0.136925,9906626622654693,13.738209550041194,231.01760918649,31.21499827191283,224.39554401900915,52.00591163818016,20.079822204603115,58254.16632774075,57110.3214229626,1170834163933826560,409796,3.562011,3.308052,3.520069,2136.4934,1637.5115,36657.46,36655.93,36656.324,36657.156,0,2.024056e+13,0.332839,7.436957,17.326033,18.727758,28.293047,107.355705,15.76792,23.694416,20.321512,19.403252,19.318785,18.8708,17.422937,19.505564,0.051603,0.221562,5.203654,11.544608,0.274391,5.32028,11.762145,0.285689,2134.1143,453.1902,3.075732,0.786077,0.001926,2.5e-05,72.60084,6.709765,17.175175,18.627447,28.260658,107.30928,14.886002,0.372315,0.032478,1.199591,0.851814,4.471045,7.310955,0.065243,0.993635,0.965175,0.74706,0.004813,0.005576,0.010939,NaN,2.170314,3.345249,1.798994,0.022341,NaN,5.070464,21.418314,1.55015,96.30492,20.648474,20.900816,19.533758,1294.8888,409.59106,46.793953,3.427034,3635405,23.860266,20.433231,19.412746,19.324617,18.872044,17.423407,19.568054,0.85834,0.902219,0.991293,0.994644,0.998855,0.999568,0.944069,3.535555,3.120771,3.52097,34075759,2277,0.644009,-1.083917,0.269978,2.9684,0.243546,3.601864,2274.2048,753.7832,5.358029,0.981181,0.001955,2.5e-05,87.34721,1.253778,1.211008,1.248355,1.121794e+13,45.032204,1.210929,3.547432,10.703566,1.96203,0.612817,0.139009,1.042556,2015.5,300177,0.865177,0,0,0,0,0,0,0,0,13.197819,142.83925,30.12142,16.515284,1.240377,0.532385,126.83785,0.088129,0.452574,1.448637,203.17068,156.26714,0.155308,0,0,0,0,0,0,1,128,160,162,31,0,12,162,18,0,0,4,4,222,222,26,26,3,9010,0,0,2310p137,G2,PSF,2312p136,0.057099023758033
SDSSJ153229.11+160949.7  ,4.795,233.1212917,16.163825,,,9906627535700989,16.163800310622786,233.12129712786188,34.12635333704405,225.86899622809165,51.19113216299553,25.003560638846054,58340.00346315074,57122.279904212584,0,423728,5.004634,3.705477,4.82772,2754.2532,615.2437,9530.529,9531.111,9531.541,9531.561,0,2.4933361e+11,0.349649,3.771945,7.865742,7.564162,19.640732,127.33741,7.805343,23.640917,21.058586,20.26065,20.303099,19.267105,17.23761,20.26902,0.044416,0.238733,2.68832,5.784377,0.238733,2.68832,5.784377,0.306572,1532.8566,490.37195,3.792917,0.887183,0.002363,2.9e-05,64.10745,3.452244,7.806758,7.529276,19.621378,127.290016,7.428089,0,0,0.087372,0.074043,0.52944,2.534417,0,0.994022,0.994061,0.988858,0.008334,0.008351,0.013217,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.1907,364.7196,42.38818,2.628922,3627891,23.783669,21.154747,20.268824,20.308117,19.268177,17.238014,20.322807,0.876798,0.915242,0.992501,0.995388,0.999015,0.999628,0.951667,5.004439,3.705349,4.827321,34797666,1021,0,0,0,0,0,0,1617.6433,637.48706,5.385446,1.005887,0.002368,3e-05,68.63818,1.482794,1.281271,1.455556,2.7439386e+11,95.47051,1.202764,1.038243,0.891479,0.342321,0.562684,0.186949,1.135939,0,283799,0.83194,0,0,0,0,0,0,0,0,12.002812,76.44768,15.203982,7.091855,0.95372,0.684394,59.47458,-0.039293,1.03994,2.030163,262.43665,59.0009,0.053984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,214,215,31,31,3,9010,0,0,2331p162,"",PSF,2326p166,0.0908416193010767
AGESJ143540.96+350325.6  ,4.8  ,218.9206667,35.0571111,,,9907733407075302,35.05708450549491,218.92053185822834,47.01717074436028,200.91201076368742,66.4007914437274,58.99526397278464,57920.27335024994,57421.542994589065,0,520770,7.356094,4.621836,5.567638,809.20337,2584.3044,936.95325,940.2641,941.3751,941.70795,0,2.5010727e+10,0.068646,0.650504,3.389669,1.676685,59.166054,706.702,2.809351,25.408457,22.966875,21.174606,21.938871,18.069818,15.376909,21.378485,0.009546,0.051962,0.496959,2.164308,0.051962,0.496959,2.164308,0.066734,476.14905,239.701,4.865696,1.188047,0.002492,3e-05,108.01348,0.638239,3.38419,1.67502,59.15352,706.6455,2.779598,0.05292,0.005566,0.619836,1.388313,0.455815,0.804803,0.006844,0.994949,0.9972,0.992955,0.023822,0.013854,0.023378,0,0,0,0,0,0,0,0,0,0,0,0,0,342.2806,158.20793,65.971016,2.451597,3666395,25.439138,22.987541,21.176363,21.93995,18.07005,15.376996,21.390045,0.972138,0.981145,0.998384,0.999007,0.999788,0.99992,0.989409,7.354329,4.621604,5.566611,37485271,3046,0,0,0,0,0,0,482.6523,253.16399,7.344789,1.371102,0.002479,3e-05,107.341805,1.813024,1.431087,1.553359,2.1802697e+10,79.157974,0.825037,0.561714,1.245119,0.80367,0.435657,0.156145,0.99161,0,168046,1.597496,0,0,0,0,0,0,0,0,1.456184,9.881395,7.464955,1.825731,2.953022,3.843035,28.888227,-0.763588,3.869902,2.693053,76.97284,246.61845,0.213682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,265,268,30,30,3,9011,0,0,2188p350,"",PSF,2192p348,0.40873467637505484
SDSSJ142634.33+204336.3  ,4.82 ,216.6430417,20.7267722,17.707623,0.043361,9906629144413447,20.72678275180181,216.64304014589,33.144152473735566,206.32887215769483,67.37983947874629,21.64534882337143,58547.30674335074,57122.2532707726,1240412324890101760,448275,3.557283,5.940149,4.125121,2802.252,1480.726,86543.88,86564.4,86568.81,86568.74,0,1.7839323e+13,0.781326,6.05638,48.72321,44.82135,129.86693,1049.7162,28.097895,22.76792,20.544468,18.28066,18.371288,17.216253,14.94732,18.878315,0.036331,0.546375,4.386473,21.010664,0.546375,4.386473,21.010664,0.701659,1692.382,422.61246,2.747332,0.761723,0.002229,2.8e-05,99.31778,5.633145,48.424145,44.65219,129.76224,1049.3966,26.98207,0,0,0.027493,0.021228,0.090868,0.422967,0,0.997534,0.994712,0.995063,0.008392,0.012513,0.010381,NaN,2.45556,2.434427,1.916908,0.030247,NaN,7.071367,21.211079,1.693633,157.0809,20.355999,33.410828,19.09565,1097.0359,384.58194,77.62005,2.261562,3633094,22.884686,20.623123,18.287346,18.375393,17.217129,14.947651,18.922312,0.898035,0.930117,0.993862,0.996226,0.999194,0.999696,0.960288,3.557177,5.939833,4.124965,36100750,1287,0.804434,1.417453,0.249053,0.934794,0.230648,-0.412264,1976.7031,609.3382,5.477405,1.022644,0.002137,2.7e-05,136.00287,1.251917,1.626535,1.349372,4.1663e+13,15.489721,1.664698,1.113101,1.322519,1.033392,0.662,0.105493,1.452714,2015.5,254056,1.700811,0,0,0,0,0,0,0,0,28.86524,115.803604,80.26339,38.970966,6.126846,5.515653,268.89874,-0.088047,1.158264,2.269478,267.39627,141.4743,0.634966,0,0,0,0,0,0,1,128,236,236,31,0,16,236,23,0,0,3,4,220,221,29,29,4,9010,0,0,2167p207,G2,PSF,2163p212,0.0383451984079435
SDSSJ155700.16+101841.7  ,4.829,239.2507083,10.3116028,18.403467,0.06963,9906625331333397,10.311604025584623,239.25069901743757,30.03732562849259,234.47475879296027,43.27960415700941,21.03216649609149,58549.366418380734,56880.0585523426,4455810110386129536,390092,6.695667,5.531055,3.553917,2204.7588,2645.9868,24776.035,24774.574,24775.396,24775.52,0,4.5255056e+12,0.111441,3.589573,27.168383,25.040764,127.17469,-158.1082,15.644336,24.882385,21.112392,18.91484,19.003382,17.238998,NaN,19.514107,0.051194,0.074567,2.523623,11.504673,0.074567,2.523623,11.504673,0.09577,575.0205,327.15082,2.976428,0.759471,0.00112,1.2e-05,97.728264,3.241223,26.933693,24.9077,127.03026,-158.04037,14.776067,0,0,0.301539,0.243838,218.08736,3.074303,0,0.991514,0.992801,0.992726,0.010358,0.00947,0.015156,NaN,0,0,3.816204,0.015228,NaN,2.771252,22.087965,1.42126,70.91021,20.866217,8.520833,19.757036,401.78317,269.51843,63.487206,3.823692,3456754,25.04692,21.223228,18.924261,19.009167,17.240232,NaN,19.576103,0.85938,0.902955,0.991362,0.994686,0.998864,0.999571,0.944499,6.695277,5.530787,3.553669,129681142,2325,0.22995,-0.74329,0.071449,1.220596,0.080394,1.942429,581.30725,409.70255,4.987573,0.937202,0.001012,1e-05,116.99859,1.716421,1.556623,1.261752,4.1199885e+12,79.9085,1.082697,1.14214,2.08468,0.8135,0.56607,0.0989,1.442302,2015.5,323752,1.647125,0,0,0,0,0,0,0,0,2.296535,58.625015,46.46689,21.706476,4.251074,-0.54639,146.07266,-0.084906,1.768934,NaN,210.30716,252.63982,0.651842,0,0,0,0,0,0,1,128,104,105,31,0,7,123,13,0,0,2,3,202,203,23,13,4,9010,0,0,2392p102,G2,PSF,2399p106,0.033172224232670425
SDSSJ141551.58+120445.0  ,4.83 ,213.9649167,12.0791694,-999999500,-999999500,9906625973715113,12.079189906568962,213.96491535553173,24.161326917886438,207.26638123869594,65.1382240635072,359.8095292046984,57895.150414580734,57121.22940258259,0,399894,4.250735,3.571494,3.567235,3414.4187,2887.9607,2579.9739,2581.81,2582.3381,2582.2273,0,9.1240006e+10,0.076338,2.071967,5.644962,4.634968,33.058235,-433.29184,5.56735,25.29315,21.709044,20.620848,20.834883,18.701801,NaN,20.63588,0.020489,0.055866,1.546646,4.231315,0.055866,1.546646,4.231315,0.071845,1400.1693,264.2615,3.745013,0.848656,0.001619,2.1e-05,51.572777,1.989019,5.625395,4.625094,33.0432,-433.21744,5.441561,0,0,0.073531,0.042054,0.220482,0.503581,0,0.987929,0.987803,0.990353,0.015883,0.014596,0.025878,0,0,0,0,0,0,0,0,0,0,0,0,0,838.7616,170.97772,27.913107,3.6056,3569736,25.359003,21.753403,20.624617,20.837198,18.702295,NaN,20.660692,0.94115,0.959967,0.996534,0.99787,0.999545,0.999828,0.977406,4.250349,3.571209,3.566335,35678930,169,0,0,0,0,0,0,1403.2703,311.30368,5.217088,0.958609,0.001765,2.3e-05,51.965557,1.378716,1.267237,1.284314,9.03695e+10,22.435219,1.254614,1.10058,0.592245,0.633868,0.689269,0.123717,0.790093,0,311392,1.09271,0,0,0,0,0,0,0,0,2.688369,32.33374,10.886284,4.260754,1.329381,-1.962605,39.07813,-0.212582,2.134903,NaN,68.401566,275.20374,0.036076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,211,211,23,23,2,9010,0,0,2140p120,"",PSF,2132p121,0.07397520938852929
SDSSJ165913.23+210115.8  ,4.83 ,254.805125,21.0210667,18.938793,0.118459,9906629242000101,21.02105552596684,254.80512249505657,43.427384860014975,250.3129569334366,33.66109911757454,41.1564728339765,58342.08307936073,56882.065873942585,4564972373569369600,449764,7.489172,3.947602,4.569459,1154.4364,2088.914,17412.482,17411.074,17411.08,17411.08,0,2.5268954e+12,0.146204,3.860865,24.673693,23.619164,93.28446,199.72142,12.4808,24.587603,21.033289,19.019415,19.06684,17.575478,16.748938,19.759394,0.072767,0.091643,2.596311,8.947099,0.091643,2.596311,8.947099,0.117872,1575.8529,416.55264,3.346467,0.8683,0.001422,1.8e-05,96.26242,3.339402,24.37129,23.440964,93.13391,199.59966,11.507851,0,0,0.076603,0.055814,0.183342,2.322494,0,0.993678,0.994401,0.747707,0.011611,0.00762,0.015739,NaN,3.710948,1.065194,8.30533,0.010202,NaN,NaN,NaN,NaN,64.559265,21.088617,NaN,NaN,1140.599,312.80093,63.588074,3.630648,3470424,24.821476,21.190828,19.032804,19.075062,17.57723,16.749601,19.847515,0.806216,0.864936,0.987744,0.992455,0.998386,0.99939,0.922044,7.479853,3.947481,4.589075,132858182,4837,0,0,0,0,0,0,1593.6305,534.16675,5.784506,1.098184,0.001341,1.7e-05,107.06715,1.813934,1.320362,1.420969,1.9787207e+12,66.12384,1.017839,1.189829,0.973911,1.025938,0.542673,0.157257,1.040807,2015.5,252116,1.343313,0,0,0,0,0,0,0,0,4.679157,68.15592,44.583256,21.842901,3.512056,0.840157,112.907455,-0.042257,1.497831,0.827629,109.92214,199.62222,0.814711,0,0,0,0,0,0,1,128,89,89,3,0,0,100,0,0,0,4,3,220,220,18,18,3,9010,0,0,2547p210,G2,PSF,2550p212,0.04109780635321112
